Risk_factor/complication,Gene_symbol,Gene_ID,Gene_name,Gene_aliases,Chromosome,HomoloGene ID
Inflammation,4153,MBL2,"mannose-binding lectin (protein C) 2, soluble",MBL MBP MBP1 MBPD MBL2D MBP-C COLEC1 HSMBPC,10,110436
Inflammation,4282,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),GIF GLIF MMIF,22,55655
Inflammation,5891,MOK,MOK protein kinase,"RAGE,  RAGE1,  STK30,  RAGE-1",14,8062
Inflammation,4353,MPO,myeloperoxidase,,17,55450
Inflammation,4524,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),,1,4349
Inflammation,4615,MYD88,MYD88 innate immune signal transduction adaptor,IMD68 MYD88D,3,1849
Inflammation,4780,NFE2L2,"nuclear factor, erythroid 2 like 2",NRF2 HEBP1,2,2412
Inflammation,4792,NFKBIA,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",IKBA MAD-3 NFKBI,14,7863
Inflammation,4803,NGF,nerve growth factor (beta polypeptide),NGFB HSAN5 Beta-NGF,1,1876
Inflammation,114548,NLRP3,"NLR family, pyrin domain containing 3",AII AVP FCU MWS FCAS CIAS1 FCAS1 NALP3 C1orf7 CLR1.1 PYPAF1 AGTAVPRL,1,3600
Inflammation,64127,NOD2,nucleotide binding oligomerization domain containing 2,CD ACUG BLAU IBD1 NLRC2 NOD2B CARD15 CLR16.3 PSORAS1,16,11156
Inflammation,4842,NOS1,nitric oxide synthase 1,NOS bNOS nNOS IHPS1 N-NOS NC-NOS,12,37327
Inflammation,4843,NOS2,nitric oxide synthase 2,NOS INOS NOS2A HEP-NOS,17,55473
Inflammation,4846,NOS3,nitric oxide synthase 3,eNOS ECNOS,7,504
Inflammation,27035,NOX1,NADPH oxidase 1,MOX1 NOH1 NOH-1 GP91-2,X,48495
Inflammation,4852,NPY,neuropeptide Y,PYY4,7,697
Inflammation,142,PARP1,poly(ADP-ribose) polymerase 1,PARP PPOL ADPRT ARTD1 ADPRT1 PARP-1 ADPRT 1 pADPRT-1,1,1222
Inflammation,5159,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide",IMF1 KOGS IBGC4 JTK12 PDGFR PENTT CD140B PDGFR1 PDGFR-1,5,1960
Inflammation,5444,PON1,paraoxonase 1,ESA PON MVCD5,7,68058
Inflammation,5445,PON2,paraoxonase 2,,7,385
Inflammation,10631,POSTN,"periostin, osteoblast specific factor","PN,  OSF2,  OSF-2,  PDLPOSTN",13,4730
Inflammation,5465,PPARA,peroxisome proliferator-activated receptor alpha,PPAR NR1C1 hPPAR PPARalpha,22,21047
Inflammation,5468,PPARG,peroxisome proliferator-activated receptor gamma,GLM1 CIMT1 NR1C3 PPARG1 PPARG2 PPARgamma,3,7899
Inflammation,5715,PSMD9,"proteasome 26S subunit, non-ATPase 9",p27 Rpn4,12,2106
Inflammation,5728,PTEN,phosphatase and tensin homolog,BZS DEC CWS1 GLM2 MHAM TEP1 MMAC1 PTEN1 10q23del,10,265
Inflammation,5734,PTGER4,prostaglandin E receptor 4,EP4 EP4R,5,20261
Inflammation,5743,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),COX2 COX-2 PHS-2 PGG/HS PGHS-2 hCox-2 GRIPGHS,1,31000
Inflammation,5770,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",PTP1B,20,2119
Inflammation,5806,PTX3,pentraxin 3,TSG-14 TNFAIP5,3,7500
Inflammation,5950,RBP4,retinol binding protein 4,RDCCAS MCOPCB10,10,4908
Inflammation,5967,REG1A,regenerating family member 1 alpha,P19 PSP PTP REG ICRF PSPS PSPS1,2,68282
Inflammation,5970,RELA,v-rel avian reticuloendotheliosis viral oncogene homolog A,p65 NFKB3,11,32064
Inflammation,29984,RHOD,ras homolog family member D,Rho ARHD RHOM RHOHP1,11,22409
Inflammation,6287,SAA@,serum amyloid A1 cluster,SAA SAA4,11,NA
Inflammation,6288,SAA1,serum amyloid A1,SAA PIG4 SAA2 TP53I4,11,128033
Inflammation,950,SCARB2,scavenger receptor class B member 2,AMRF EPM4 LGP85 CD36L2 HLGP85 LIMP-2 LIMPII SR-BII,4,48353
Inflammation,5054,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",PAI PAI1 PAI-1 PLANH1,7,68070
Inflammation,5176,SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member",OI6 OI12 PEDF EPC-1 PIG35,17,1965
Inflammation,80854,SETD7,SET domain containing (lysine methyltransferase) 7,KMT7 SET7 SET9 SET7/9,4,12741
Inflammation,6446,SGK1,serum/glucocorticoid regulated kinase 1,SGK,6,48364
Inflammation,23411,SIRT1,sirtuin 1,SIR2 SIR2L1 SIR2alpha,10,56556
Inflammation,51548,SIRT6,sirtuin 6,SIR2L6,19,6924
Inflammation,6513,SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1",CSE PED DYT9 GLUT DYT17 DYT18 EIG12 GLUT1 HTLVR GLUT-1 SDCHCN GLUT1DS,1,68520
Inflammation,6517,SLC2A4,"solute carrier family 2 (facilitated glucose transporter), member 4",GLUT4,17,74381
Inflammation,8651,SOCS1,suppressor of cytokine signaling 1,JAB CIS1 SSI1 TIP3 CISH1 SSI-1 SOCS-1,16,2776
Inflammation,8835,SOCS2,suppressor of cytokine signaling 2,CIS2 SSI2 Cish2 SSI-2 SOCS-2 STATI2,12,2880
Inflammation,9021,SOCS3,suppressor of cytokine signaling 3,CIS3 SSI3 ATOD4 Cish3 SSI-3 SOCS-3,17,2941
Inflammation,6648,SOD2,"superoxide dismutase 2, mitochondrial",IPOB MNSOD MVCD6,6,530
Inflammation,6678,SPARC,"secreted protein, acidic, cysteine-rich (osteonectin)",ON BM-40,5,31132
Inflammation,6696,SPP1,secreted phosphoprotein 1,OPN BNSP BSPI ETA-1,4,20156
Inflammation,6772,STAT1,signal transducer and activator of transcription 1,CANDF7 IMD31A IMD31B IMD31C ISGF-3 STAT91,2,21428
Inflammation,6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),APRF HIES ADMIO,17,7960
Inflammation,6776,STAT5A,signal transducer and activator of transcription 5A,MGF STAT5,17,20680
Inflammation,56670,SUCNR1,succinate receptor 1,GPR91,3,41865
Inflammation,387082,SUMO4,small ubiquitin-like modifier 4,IDDM5 SMT3H4 SUMO-4 dJ281H8.4,6,88399
Inflammation,6934,TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)","TCF4, TCF-4",10,7564
Inflammation,7018,TF,transferrin,TFQTL1 PRO1557 PRO2086 HEL-S-71p,3,68153
Inflammation,7040,TGFB1,transforming growth factor beta 1,CED LAP DPD1 TGFB TGFbeta,19,540
Inflammation,7056,THBD,thrombomodulin,TM THRM AHUS6 BDCA3 CD141 THPH12,20,308
Inflammation,7057,THBS1,thrombospondin 1,TSP THBS TSP1 TSP-1 THBS-1,15,31142
Inflammation,7078,TIMP3,TIMP metallopeptidase inhibitor 3,SFD K222 K222TA2 HSMRK222,22,36322
Inflammation,7097,TLR2,toll-like receptor 2,TIL4 CD282,4,20695
Inflammation,7099,TLR4,toll-like receptor 4,TOLL CD284 TLR-4 ARMD10,9,41317
Inflammation,7124,TNF,tumor necrosis factor,DIF TNFA TNFSF2 TNF-alpha,6,496
Inflammation,7132,TNFRSF1A,TNF receptor superfamily member 1A,FPF p55 p60 TBP1 TNF-R TNFAR TNFR1 p55-R CD120a TNFR55 TNFR60 TNF-R-I TNF-R55,12,828
Inflammation,57761,TRIB3,tribbles pseudokinase 3,NIPK SINK TRB3 SKIP3 C20orf97,20,10902
Inflammation,7225,TRPC6,transient receptor potential cation channel subfamily C member 6,"TRP6, FSGS2",11,37944
Inflammation,59341,TRPV4,"transient receptor potential cation channel, subfamily V, member 4",SMAL VRL2 BCYM3 CMT2C SPSMA TRP12 VROAC HMSN2C OTRPC4 SSQTL1,12,11003
Inflammation,10628,TXNIP,thioredoxin interacting protein,THIF VDUP1 HHCPA78 EST01027,1,38186
Inflammation,10628,TXNIP,Thioredoxin interacting protein (TXNIP),THIF/VDUP1/ARRDC6/HHCPA78/EST01027,1,38186
Inflammation,7351,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",UCPH BMIQ4 SLC25A8,11,2516
Inflammation,7421,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor",NR1I1 PPP1R163,12,37297
Inflammation,7422,VEGFA,vascular endothelial growth factor A,VPF VEGF MVCD1,6,2534
Inflammation,7450,VWF,von Willebrand factor,VWD F8VWF,12,466
Inflammation,7494,XBP1,X-box binding protein 1,XBP2 TREB5 XBP-1 TREB-5,22,3722
Inflammation,7498,XDH,xanthine dehydrogenase,XO XOR,2,324
Obesity,19,ABCA1,ATP binding cassette subfamily A member 1,TGD ABC1 CERP ABC-1 HDLDT1,9,21130
Obesity,85320,ABCC11,ATP binding cassette subfamily C member 11,WW EWWD MRP8,16,69511
Obesity,31,ACACA,acetyl-CoA carboxylase alpha,ACC ACAC ACC1 ACCA ACACAD,17,31015
Obesity,32,ACACB,acetyl-CoA carboxylase beta,ACC2 ACCB HACC275,12,74382
Obesity,59272,ACE2,angiotensin I converting enzyme 2,ACEH,X,41448
Obesity,6868,ADAM17,ADAM metallopeptidase domain 17,CSVP TACE NISBD ADAM18 CD156B NISBD1,2,2395
Obesity,116,ADCYAP1,adenylate cyclase activating polypeptide 1 (pituitary),PACAP,18,869
Obesity,9370,ADIPOQ,"adiponectin, C1Q and collagen domain containing",ACDC ADPN APM1 APM-1 GBP28 ACRP30 ADIPQTL1,3,3525
Obesity,177,AGER,advanced glycosylation end product-specific receptor,RAGE,6,883
Obesity,183,AGT,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",ANHU SERPINA8,1,14
Obesity,185,AGTR1,"angiotensin II receptor, type 1",AT1 AG2S AT1B AT1R AT1AR AT1BR AT2R1 HAT1R AGTR1B,3,3556
Obesity,197,AHSG,alpha-2-HS-glycoprotein,AHS A2HS HSGA FETUA,3,1225
Obesity,207,AKT1,v-akt murine thymoma viral oncogene homolog 1,AKT PKB RAC CWS6 PRKBA PKB-ALPHA RAC-ALPHA,14,3785
Obesity,213,ALB,albumin,"FDAH,  ALBA,  PRO0883,  PRO0903,  PRO1341",4,405
Obesity,283,ANG,"angiogenin, ribonuclease, RNase A family, 5",ALS9 RAA1 HEL168 RNASE4 RNASE5,14,74385
Obesity,284,ANGPT1,angiopoietin 1,AGP1 AGPT ANG1,8,37447
Obesity,23452,ANGPTL2,angiopoietin like 2,ARP2 HARP,9,22695
Obesity,51129,ANGPTL4,angiopoietin-like 4,"NL2,  ARP4,  FIAF,  HARP,  PGAR,  HFARP,  TGQTL,  UNQ171,  pp1158,  ANGPTL2",19,10755
Obesity,314,AOC2,"amine oxidase, copper containing 2",RAO DAO2,17,56457
Obesity,341,APOC1,apolipoprotein C-I,Apo-CI ApoC-I,19,136749
Obesity,345,APOC3,apolipoprotein C-III,HALP2 APOCIII,11,81615
Obesity,348,APOE,apolipoprotein E,AD2 LPG APO-E LDLCQ5,19,30951
Obesity,367,AR,androgen receptor,KD AIS AR8 TFM DHTR SBMA HYSP1 NR3C4 SMAX1 HUMARA,X,28
Obesity,551,AVP,arginine vasopressin,VP ADH ARVP AVRP AVP-NPII,20,417
Obesity,596,BCL2,B-cell CLL/lymphoma 2,Bcl-2 PPP1R50,18,527
Obesity,624,BDKRB2,bradykinin receptor B2,B2R BK2 BK-2 BKR2 BRB2,14,519
Obesity,627,BDNF,brain-derived neurotrophic factor,ANON2 BULN2,11,7245
Obesity,652,BMP4,bone morphogenetic protein 4,ZYME BMP2B OFC11 BMP2B1 MCOPS6,14,7247
Obesity,655,BMP7,bone morphogenetic protein 7,OP-1,20,20410
Obesity,718,C3,complement component 3,ASP C3a C3b AHUS5 ARMD9 CPAMD1 HEL-S-62p,19,68031
Obesity,847,CAT,catalase,NA,11,55514
Obesity,885,CCK,cholecystokinin,,3,583
Obesity,886,CCKAR,cholecystokinin A receptor,CCK-A CCK1R CCKRA CCK1-R,4,37337
Obesity,6347,CCL2,chemokine (C-C motif) ligand 2,HC11 MCAF MCP1 MCP-1 SCYA2 GDCF-2 SMC-CF HSMCR30,17,2245
Obesity,6364,CCL20,C-C motif chemokine ligand 20,CKb4 LARC ST38 MIP3A Exodus MIP-3a SCYA20 MIP-3-alpha,2,3375
Obesity,4856,CCN3(NOV),cellular communication network factor 3,NOV NOVh IBP-9 IGFBP9 IGFBP-9,8,1884
Obesity,729230,CCR2,chemokine (C-C motif) receptor 2,CKR2 CCR-2 CCR2A CCR2B CD192 CKR2A CKR2B CMKBR2 MCP-1-R CC-CKR-2,3,537
Obesity,1234,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene),CKR5 CCR-5 CD195 CKR-5 CCCKR5 CMKBR5 IDDM22 CC-CKR-5,3,37325
Obesity,948,CD36,CD36 molecule (thrombospondin receptor),FAT GP4 GP3B GPIV CHDS7 PASIV SCARB3 BDPLT10,7,73871
Obesity,952,CD38,CD38 molecule,ADPRC1 ADPRC 1,4,1345
Obesity,959,CD40LG,CD40 ligand,IGM IMD3 TRAP gp39 CD154 CD40L HIGM1 T-BAM TNFSF5 hCD40L,X,56
Obesity,968,CD68,CD68 molecule,GP110 LAMP4 SCARD1,17,955
Obesity,941,CD80,CD80 molecule,B7 BB1 B7-1 B7.1 LAB7 CD28LG CD28LG1,3,3804
Obesity,942,CD86,CD86 molecule,B70 B7-2 B7.2 LAB72 CD28LG2,3,10443
Obesity,54901,CDKAL1,CDK5 regulatory subunit associated protein 1-like 1,,6,9830
Obesity,1026,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",P21 CIP1 SDI1 WAF1 CAP20 CDKN1 MDA-6 p21CIP1,6,333
Obesity,1116,CHI3L1,chitinase 3 like 1,GP39 ASRT7 GP-39 YKL40 CGP-39 YKL-40 YYL-40 HC-gp39 HCGP-3P hCGP-39,1,55569
Obesity,1118,CHIT1,chitinase 1,"CHI3,CHIT,CHITD",1,68318
Obesity,1268,CNR1,cannabinoid receptor 1 (brain),CB1 CNR CB-R CB1A CB1R CANN6 CB1K5,6,7273
Obesity,1398,CRK,v-crk avian sarcoma virus CT10 oncogene homolog,p38 CRKII,17,81850
Obesity,1401,CRP,"C-reactive protein, pentraxin-related",PTX1,1,128039
Obesity,6376,CX3CL1,chemokine (C-X3-C motif) ligand 1,NTN NTT CXC3 CXC3C SCYD1 ABCD-3 C3Xkine fractalkine neurotactin,16,2251
Obesity,1524,CX3CR1,chemokine (C-X3-C motif) receptor 1,V28 CCRL1 GPR13 CMKDR1 GPRV28 CMKBRL1,3,20350
Obesity,2919,CXCL1,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)",FSP GRO1 GROa MGSA NAP-3 SCYB1 MGSA-a,4,136748
Obesity,3627,CXCL10,chemokine (C-X-C motif) ligand 10,C7 IFI10 INP10 IP-10 crg-2 mob-1 SCYB10 gIP-10,4,1203
Obesity,6387,CXCL12,chemokine (C-X-C motif) ligand 12,IRH PBSF SDF1 TLSF TPAR1 SCYB12,10,128606
Obesity,6374,CXCL5,chemokine (C-X-C motif) ligand 5,SCYB5 ENA-78,4,88672
Obesity,3576,CXCL8,chemokine (C-X-C motif) ligand 8,IL8 NAF GCP1 LECT LUCT NAP1 GCP-1 LYNAP MDNCF MONAP NAP-1,4,47937
Obesity,7852,CXCR4,chemokine (C-X-C motif) receptor 4,FB22 HM89 LAP3 LCR1 NPYR WHIM CD184 LAP-3 LESTR NPY3R NPYRL WHIMS HSY3RR NPYY3R ,2,20739
Obesity,1535,CYBA,"cytochrome b-245, alpha polypeptide",p22-PHOX,16,80
Obesity,1573,CYP2J2,cytochrome P450 family 2 subfamily J member 2,CPJ2,1,68091
Obesity,23576,DDAH1,dimethylarginine dimethylaminohydrolase 1,DDAH HEL-S-16,1,8120
Obesity,1649,DDIT3,DNA damage inducible transcript 3,CHOP CEBPZ CHOP10 CHOP-10 GADD153,12,3012
Obesity,22943,DKK1,dickkopf WNT signaling pathway inhibitor 1,SK DKK-1,10,7689
Obesity,1803,DPP4,dipeptidyl-peptidase 4,CD26 ADABP ADCP2 DPPIV TP103,2,3279
Obesity,1906,EDN1,endothelin 1,ET1 QME PPET1 ARCND3 HDLCQ7,6,1476
Obesity,1956,EGFR,epidermal growth factor receptor,ERBB HER1 mENA ERBB1 PIG61 NISBD2,7,74545
Obesity,9451,EIF2AK3,eukaryotic translation initiation factor 2-alpha kinase 3,PEK WRS PERK,2,3557
Obesity,1978,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,BP-1 4EBP1 4E-BP1 PHAS-I,8,3021
Obesity,5167,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,M6S1 NPP1 NPPS PC-1 PCA1 ARHR2 COLED PDNP1,6,38151
Obesity,953,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,CD39 SPG64 ATPDase NTPDase-1,10,20423
Obesity,2056,EPO,erythropoietin,EP MVCD2,7,624
Obesity,2099,ESR1,estrogen receptor 1,ER ESR Era ESRA ESTRR NR3A1,6,47906
Obesity,2160,F11,coagulation factor XI,FXI,4,86654
Obesity,2168,FABP1,"fatty acid binding protein 1, liver",FABPL L-FABP,2,1106
Obesity,2167,FABP4,"fatty acid binding protein 4, adipocyte",aP2 ALBP AFABP A-FABP HEL-S-104,8,36067
Obesity,2194,FASN,fatty acid synthase,FAS OA-519 SDR27X1,17,55800
Obesity,9965,FGF19,fibroblast growth factor 19,,11,3754
Obesity,26291,FGF21,fibroblast growth factor 21,,19,10428
Obesity,2353,FOS,FBJ murine osteosarcoma viral oncogene homolog,p55 AP-1 C-FOS,14,3844
Obesity,79068,FTO,fat mass and Obesity associated,GDFD ALKBH9,16,8053
Obesity,2539,G6PD,glucose-6-phosphate dehydrogenase,G6PD1,X,37906
Obesity,2571,GAD1,glutamate decarboxylase 1,GAD SCP CPSQ1,2,635
Obesity,2641,GCG,glucagon,"GLP1,GLP2,GRPP",2,136497
Obesity,2645,GCK,glucokinase (hexokinase 4),GK GLK HK4 HHF3 HKIV HXKP LGLK MODY2 FGQTL3,7,55440
Obesity,2678,GGT1,gamma-glutamyltransferase 1,GGT GTG CD224 GGT 1 D22S672 D22S732,22,68450
Obesity,728441,GGT2,gamma-glutamyltransferase 2,GGT GGT 2,22,139965
Obesity,51738,GHRL,ghrelin/obestatin prepropeptide,MTLRP,3,9487
Obesity,2693,GHSR,growth hormone secretagogue receptor,GHDP,3,57161
Obesity,2695,GIP,gastric inhibitory polypeptide,,17,3043
Obesity,2739,GLO1,glyoxalase I,GLYI GLOD1 HEL-S-74,6,4880
Obesity,2784,GNB3,"guanine nucleotide binding protein (G protein), beta polypeptide 3",,12,55628
Obesity,132789,GNPDA2,glucosamine-6-phosphate deaminase 2,GNP2 SB52,4,12381
Obesity,3077,HFE,hemochromatosis,HH HFE1 HLA-H MVCD7 TFQTL2,6,88330
Obesity,3082,HGF,hepatocyte growth factor (hepapoietin A; scatter factor),SF HGFB HPTA F-TCF DFNB39,7,503
Obesity,3087,HHEX,hematopoietically expressed homeobox,HEX PRH HMPH PRHX HOX11L-PEN,10,31110
Obesity,3117,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1","CD,  GSE,  DQ-A1,  CELIAC1,  HLA-DQA",6,123820
Obesity,8091,HMGA2,high mobility group AT-hook 2,BABL LIPO HMGIC HMGI-C STQTL9,12,136767
Obesity,3146,HMGB1,high mobility group box 1,HMG1 HMG3 HMG-1 SBP-1,13,110676
Obesity,6927,HNF1A,HNF1 homeobox A,HNF1 LFB1 TCF1 MODY3 TCF-1 HNF-1A IDDM20,12,459
Obesity,3172,HNF4A,"hepatocyte nuclear factor 4, alpha",TCF HNF4 MODY FRTS4 MODY1 NR2A1 TCF14 HNF4a7 HNF4a8 HNF4a9 NR2A21 HNF4alpha,20,395
Obesity,3290,HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1,HDL 11-DH HSD11 HSD11B HSD11L CORTRD2 SDR26C1 11-beta-HSD1,1,68471
Obesity,7190,HSP90B2P,"heat shock protein 90kDa beta family member 2, pseudogene",HSP TRAP1 GRP94b HSPCP2 TRA1P1 GRP94P1,15,NA
Obesity,3304,HSPA1B,heat shock protein family A (Hsp70) member 1B,HSP70-2 HSP70.2 HSP70-1B,6,74294
Obesity,3309,HSPA5,heat shock protein family A (Hsp70) member 5,BIP MIF2 GRP78 HEL-S-89n,9,3908
Obesity,3479,IGF1,insulin like growth factor 1,MGF IGFI IGF-I,12,515
Obesity,3481,IGF2,insulin like growth factor 2,GRDF IGF-II PP9974 C11orf43,11,510
Obesity,10644,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,IMP2 IMP-2 VICKZ2,3,4774
Obesity,3486,IGFBP3,insulin like growth factor binding protein 3,IBP3 BP-53,7,500
Obesity,3586,IL10,interleukin 10,CSIF TGIF GVHDS IL-10 IL10A,1,478
Obesity,3605,IL17A,interleukin 17A,"IL17,  CTLA8,  IL-17,  CTLA-8,  IL-17A",6,1651
Obesity,3606,IL18,interleukin 18,IGIF IL-18 IL-1g IL1F4,11,1200
Obesity,3553,IL1B,interleukin 1 beta,IL-1 IL1F2 IL1-BETA,2,481
Obesity,3557,IL1RN,interleukin 1 receptor antagonist,DIRA IRAP IL1F3 IL1RA MVCD4 IL-1RN IL-1ra IL-1ra3 ICIL-1RA,2,11163
Obesity,3569,IL6,interleukin 6,CDF HGF HSF BSF2 IL-6 BSF-2 IFNB2 IFN-beta-2,7,502
Obesity,3630,INS,insulin,IDDM ILPR IRDN IDDM1 IDDM2 MODY10,11,173
Obesity,8660,IRS2,insulin receptor substrate 2,IRS-2,13,2778
Obesity,3684,ITGAM,integrin subunit alpha M,CR3A MO1A CD11B MAC-1 MAC1A SLEB6,16,526
Obesity,3717,JAK2,Janus kinase 2,JTK10 THCYT3,9,21033
Obesity,221895,JAZF1,JAZF zinc finger 1,TIP27 ZNF802,7,18291
Obesity,3784,KCNQ1,"potassium channel, voltage gated KQT-like subfamily Q, member 1",LQT RWS WRS LQT1 SQT2 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 Kv1.9 Kv7.1 KVLQT1,11,85014
Obesity,7071,KLF10,Kruppel-like factor 10,"EGRA, TIEG, TIEG1, EGR-alpha",8,4135
Obesity,51056,LAP3,leucine aminopeptidase 3,"LAP,  PEPS,  LAPEP,  HEL-S-106",4,41072
Obesity,3949,LDLR,low density lipoprotein receptor,FH FHC LDLCQ2,19,55469
Obesity,3953,LEPR,leptin receptor,OBR OB-R CD295 LEP-R LEPRD,1,1731
Obesity,3990,LIPC,"lipase, hepatic",HL HTGL LIPH HDLCQ12,15,199
Obesity,4000,LMNA,lamina A/C,"FPL, IDC, LFP, CDDC, EMD2, FPLD, HGPS, LDP1, LMN1,",1,41321
Obesity,4023,LPL,lipoprotein lipase,LIPD HDLCQ11,8,200
Obesity,4040,LRP6,LDL receptor related protein 6,ADCAD2,12,1747
Obesity,4153,MBL2,"mannose-binding lectin (protein C) 2, soluble",MBL MBP MBP1 MBPD MBL2D MBP-C COLEC1 HSMBPC,10,110436
Obesity,4160,MC4R,melanocortin 4 receptor,,18,4320
Obesity,4282,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),GIF GLIF MMIF,22,55655
Obesity,4323,MMP14,matrix metallopeptidase 14,MMP-14 MMP-X1 MT-MMP MT1MMP MTMMP1 WNCHRS MT1-MMP MT-MMP 1,14,21040
Obesity,4313,MMP2,matrix metallopeptidase 2,CLG4 MONA CLG4A MMP-2 TBE-1 MMP-II,16,3329
Obesity,4318,MMP9,matrix metallopeptidase 9,GELB CLG4B MMP-9 MANDP2,20,3659
Obesity,4353,MPO,myeloperoxidase,,17,55450
Obesity,4524,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),,1,4349
Obesity,10135,NAMPT,nicotinamide phosphoribosyltransferase,VF PBEF PBEF1 VISFATIN 1110035O14Rik,7,4201
Obesity,4780,NFE2L2,"nuclear factor, erythroid 2 like 2",NRF2 HEBP1,2,2412
Obesity,4792,NFKBIA,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",IKBA MAD-3 NFKBI,14,7863
Obesity,4803,NGF,nerve growth factor (beta polypeptide),NGFB HSAN5 Beta-NGF,1,1876
Obesity,114548,NLRP3,"NLR family, pyrin domain containing 3",AII AVP FCU MWS FCAS CIAS1 FCAS1 NALP3 C1orf7 CLR1.1 PYPAF1 AGTAVPRL,1,3600
Obesity,64127,NOD2,nucleotide binding oligomerization domain containing 2,CD ACUG BLAU IBD1 NLRC2 NOD2B CARD15 CLR16.3 PSORAS1,16,11156
Obesity,4842,NOS1,nitric oxide synthase 1,NOS bNOS nNOS IHPS1 N-NOS NC-NOS,12,37327
Obesity,4846,NOS3,nitric oxide synthase 3,eNOS ECNOS,7,504
Obesity,4852,NPY,neuropeptide Y,PYY4,7,697
Obesity,142,PARP1,poly(ADP-ribose) polymerase 1,PARP PPOL ADPRT ARTD1 ADPRT1 PARP-1 ADPRT 1 pADPRT-1,1,1222
Obesity,5091,PC,pyruvate carboxylase,PCB,11,5422
Obesity,23239,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,SCOP PHLPP PLEKHE1,18,11015
Obesity,9463,PICK1,protein interacting with PRKCA 1,PICK PRKCABP,22,7470
Obesity,5444,PON1,paraoxonase 1,ESA PON MVCD5,7,68058
Obesity,10631,POSTN,"periostin, osteoblast specific factor",PN OSF2 OSF-2 PDLPOSTN,13,4730
Obesity,5465,PPARA,peroxisome proliferator-activated receptor alpha,PPAR NR1C1 hPPAR PPARalpha,22,21047
Obesity,5468,PPARG,peroxisome proliferator-activated receptor gamma,GLM1 CIMT1 NR1C3 PPARG1 PPARG2 PPARgamma,3,7899
Obesity,10891,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",LEM6 PGC1 PGC1A PGC-1v PPARGC1 PGC-1(alpha),4,7485
Obesity,5715,PSMD9,"proteasome 26S subunit, non-ATPase 9",p27 Rpn4,12,2106
Obesity,5728,PTEN,phosphatase and tensin homolog,BZS DEC CWS1 GLM2 MHAM TEP1 MMAC1 PTEN1 10q23del,10,265
Obesity,5730,PTGDS,prostaglandin D2 synthase,PDS PGD2 PGDS LPGDS PGDS2 L-PGDS,9,737
Obesity,5741,PTH,parathyroid hormone,PTH1,11,266
Obesity,5770,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",PTP1B,20,2119
Obesity,5806,PTX3,pentraxin 3,TSG-14 TNFAIP5,3,7500
Obesity,5950,RBP4,retinol binding protein 4,RDCCAS MCOPCB10,10,4908
Obesity,5967,REG1A,regenerating family member 1 alpha,P19 PSP PTP REG ICRF PSPS PSPS1,2,68282
Obesity,5970,RELA,v-rel avian reticuloendotheliosis viral oncogene homolog A,p65 NFKB3,11,32064
Obesity,29984,RHOD,ras homolog family member D,Rho ARHD RHOM RHOHP1,11,22409
Obesity,6093,ROCK1,"Rho-associated, coiled-coil containing protein kinase 1",ROCK-I P160ROCK,18,55899
Obesity,6287,SAA@,serum amyloid A1 cluster,SAA SAA4,11,NA
Obesity,950,SCARB2,scavenger receptor class B member 2,AMRF EPM4 LGP85 CD36L2 HLGP85 LIMP-2 LIMPII SR-BII,4,48353
Obesity,5054,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",PAI PAI1 PAI-1 PLANH1,7,68070
